649	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	650	nsubj	_	@vjus1978f-words#@vjus1978f#273.15#273.386
650	начинали	начинать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	636	advcl	_	@vjus1978f-words#@vjus1978f#273.386#273.622
651	вместе	вместе	ADV	_	Degree=Pos	650	advmod	_	@vjus1978f-words#@vjus1978f#273.622#273.858
652	/	/	PUNCT	_	_	656	punct	_	@vjus1978f-words#@vjus1978f#273.858#274.094
653	у	у	ADP	_	_	654	case	_	@vjus1978f-words#@vjus1978f#274.094#274.33
654	вас	вы	PRON	_	Case=Gen|Number=Plur|Person=2	656	obl	_	@vjus1978f-words#@vjus1978f#274.33#274.566
655	очень	очень	ADV	_	Degree=Pos	656	advmod	_	@vjus1978f-words#@vjus1978f#274.566#274.802
656	много	много	ADV	_	Degree=Pos	650	conj	_	@vjus1978f-words#@vjus1978f#274.802#275.038
657	интересных	интересный	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	658	amod	_	@vjus1978f-words#@vjus1978f#275.038#275.274
658	видео	видео	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	656	obl	_	@vjus1978f-words#@vjus1978f#275.274#275.51
659	совместных	совместный	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	658	amod	_	@vjus1978f-words#@vjus1978f#275.51#275.746
660	/	/	PUNCT	_	_	661	punct	_	@vjus1978f-words#@vjus1978f#275.746#275.982
661	так	так	ADV	_	Degree=Pos	659	advmod	_	@vjus1978f-words#@vjus1978f#275.982#276.218
662	?	?	PUNCT	_	_	661	punct	_	@vjus1978f-words#@vjus1978f#276.218#276.466
663	да	да	CCONJ	_	_	669	cc	_	@vjus1978f-words#@vjus1978f#278.941#279.176
664	и	и	CCONJ	_	_	663	advmod	_	@vjus1978f-words#@vjus1978f#279.454#279.719
665	как	как	ADV	_	Degree=Pos	669	advmod	_	@vjus1978f-words#@vjus1978f#279.719#279.984
666	бы	бы	PART	_	_	665	fixed	_	@vjus1978f-words#@vjus1978f#279.984#280.249
667	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	669	nsubj	_	@vjus1978f-words#@vjus1978f#280.249#280.514
668	так	так	ADV	_	Degree=Pos	669	advmod	_	@vjus1978f-words#@vjus1978f#280.514#280.779
669	поняла	понять	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	661	conj	_	@vjus1978f-words#@vjus1978f#280.779#281.044
670	что	что	SCONJ	_	_	672	mark	_	@vjus1978f-words#@vjus1978f#281.044#281.309
671	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	672	nsubj	_	@vjus1978f-words#@vjus1978f#281.309#281.574
672	переживает	переживать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	669	ccomp	_	@vjus1978f-words#@vjus1978f#281.574#281.839
673	очень	очень	ADV	_	Degree=Pos	676	obl	_	@vjus1978f-words#@vjus1978f#281.839#282.104
674	по	по	ADP	_	_	676	case	_	@vjus1978f-words#@vjus1978f#282.104#282.369
675	этому	этот	DET	_	Case=Dat|Gender=Masc|Number=Sing	676	det	_	@vjus1978f-words#@vjus1978f#282.369#282.634
676	поводу	повод	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	672	obl	_	@vjus1978f-words#@vjus1978f#282.634#282.899
677	/	/	PUNCT	_	_	683	punct	_	@vjus1978f-words#@vjus1978f#282.899#283.164
678	были	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	683	aux	_	@vjus1978f-words#@vjus1978f#283.164#283.429
679	ли	ли	PART	_	_	683	advmod	_	@vjus1978f-words#@vjus1978f#283.429#283.694
680	мы...	мысль	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	683	iobj	_	@vjus1978f-words#@vjus1978f#283.694#283.959
681	ли	ли	PART	_	_	680	advmod	_	@vjus1978f-words#@vjus1978f#283.959#284.224
682	мысли	мысль	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	683	nsubj	_	@vjus1978f-words#@vjus1978f#284.224#284.489
683	помириться	помириться	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	672	conj	_	@vjus1978f-words#@vjus1978f#284.489#284.754
684	?	?	PUNCT	_	_	683	punct	_	@vjus1978f-words#@vjus1978f#284.754#285.019
685	/	/	PUNCT	_	_	686	punct	_	@vjus1978f-words#@vjus1978f#285.019#285.284
686	были	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	683	conj	_	@vjus1978f-words#@vjus1978f#285.284#285.549
687	ли	ли	PART	_	_	686	advmod	_	@vjus1978f-words#@vjus1978f#285.549#285.814
688	мысли	мысль	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	686	nsubj	_	@vjus1978f-words#@vjus1978f#285.814#286.079
689	сделать	сделать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	688	obl	_	@vjus1978f-words#@vjus1978f#286.079#286.344
690	какие-то	какой-то	DET	_	Case=Acc|Number=Plur	691	det	_	@vjus1978f-words#@vjus1978f#286.344#286.609
691	шаги	шаг	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	693	obj	_	@vjus1978f-words#@vjus1978f#286.609#286.874
692	навстречу	навстречу	ADV	_	Degree=Pos	693	advmod	_	@vjus1978f-words#@vjus1978f#286.874#287.139
693	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	689	ccomp	_	@vjus1978f-words#@vjus1978f#287.139#287.404
694	быть	быть	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	693	xcomp	_	@vjus1978f-words#@vjus1978f#287.404#287.669
695	/	/	PUNCT	_	_	693	punct	_	@vjus1978f-words#@vjus1978f#287.669#287.934
696	ему	он	PRON	_	Case=Dat|Gender=Masc|Number=Sing|Person=3	700	nmod	_	@vjus1978f-words#@vjus1978f#287.934#288.222
697	вот	вот	PART	_	_	698	advmod	_	@vjus1978f-words#@vjus1978f#289.333#289.613
698	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	700	nsubj	_	@vjus1978f-words#@vjus1978f#289.613#289.893
699	как	как	SCONJ	_	_	700	mark	_	@vjus1978f-words#@vjus1978f#289.893#290.173
700	человек	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	693	nsubj	_	@vjus1978f-words#@vjus1978f#290.173#290.453
701	который	который	PRON	_	Case=Acc	740	obj	_	@vjus1978f-words#@vjus1978f#290.453#290.733
702	вот	вот	PART	_	_	703	advmod	_	@vjus1978f-words#@vjus1978f#290.733#291.013
703	как	как	ADV	_	Degree=Pos	740	advmod	_	@vjus1978f-words#@vjus1978f#291.013#291.293
704	бы	бы	PART	_	_	703	fixed	_	@vjus1978f-words#@vjus1978f#291.293#291.573
705	более	более	ADV	_	Degree=Cmp	740	advmod	_	@vjus1978f-words#@vjus1978f#291.573#291.853
706	зрелый	зрелый	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	740	nsubj	_	@vjus1978f-words#@vjus1978f#291.853#292.133
707	/	/	PUNCT	_	_	708	punct	_	@vjus1978f-words#@vjus1978f#292.133#292.413
708	более	более	ADV	_	Degree=Cmp	740	advmod	_	@vjus1978f-words#@vjus1978f#292.413#292.693
709	/	/	PUNCT	_	_	712	punct	_	@vjus1978f-words#@vjus1978f#292.693#292.973
710	вот	вот	PART	_	_	712	advmod	_	@vjus1978f-words#@vjus1978f#292.973#293.253
711	не	не	PART	_	_	712	advmod	_	@vjus1978f-words#@vjus1978f#293.253#293.533
712	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	740	parataxis	_	@vjus1978f-words#@vjus1978f#293.533#293.813
713	/	/	PUNCT	_	_	714	punct	_	@vjus1978f-words#@vjus1978f#293.813#294.093
714	мм	мм	INTJ	_	_	712	obj	_	@vjus1978f-words#@vjus1978f#294.093#294.373
715	/	/	PUNCT	_	_	720	punct	_	@vjus1978f-words#@vjus1978f#294.373#294.653
716	серьёзный	серьёзный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	720	amod	_	@vjus1978f-words#@vjus1978f#294.653#294.939
717	хм	хм	INTJ	_	_	720	amod	_	@vjus1978f-words#@vjus1978f#301.571#301.907
718	хм	хм	INTJ	_	_	720	amod	_	@vjus1978f-words#@vjus1978f#301.907#302.244
719	хм	хм	INTJ	_	_	720	amod	_	@ap1996m-words#@ap1996m#11.79#11.94
720	хм	хм	INTJ	_	_	714	nmod	_	@ap1996m-words#@ap1996m#11.94#12.09
721	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	712	nsubj	_	@ap1996m-words#@ap1996m#18.97#19.378
722	не	не	PART	_	_	723	advmod	_	@ap1996m-words#@ap1996m#19.378#19.786
723	пользуюсь	пользоваться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid	712	xcomp	_	@ap1996m-words#@ap1996m#19.786#20.194
724	общественным	общественный	ADJ	_	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing	725	amod	_	@ap1996m-words#@ap1996m#20.194#20.602
725	транспортом	транспорт	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	723	obl	_	@ap1996m-words#@ap1996m#20.602#21.01
726	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	728	nsubj	_	@ap1996m-words#@ap1996m#21.01#21.418
727	сто	сто	NUM	_	Case=Nom	728	nummod:gov	_	@ap1996m-words#@ap1996m#21.418#21.826
728	процентов	процент	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	740	nsubj	_	@ap1996m-words#@ap1996m#21.826#22.234
729	/	/	PUNCT	_	_	732	punct	_	@ap1996m-words#@ap1996m#22.234#22.642
730	и	и	CCONJ	_	_	732	cc	_	@ap1996m-words#@ap1996m#22.642#23.05
731	не	не	PART	_	_	732	advmod	_	@ap1996m-words#@ap1996m#23.05#23.458
732	посещаю	посещать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	740	advcl	_	@ap1996m-words#@ap1996m#23.458#23.866
733	очень	очень	ADV	_	Degree=Pos	734	obl	_	@ap1996m-words#@ap1996m#23.866#24.274
734	людные	людный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	735	amod	_	@ap1996m-words#@ap1996m#24.274#24.682
735	места	место	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur	732	obj	_	@ap1996m-words#@ap1996m#24.682#25.093
736	ааа	ааа	INTJ	_	_	735	nmod	_	@ap1996m-words#@ap1996m#25.75#26.142
737	/	/	PUNCT	_	_	736	punct	_	@ap1996m-words#@ap1996m#26.142#26.534
738	Красная	красный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	739	amod	_	@ap1996m-words#@ap1996m#26.534#26.926
739	площадь	площадь	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	732	nsubj	_	@ap1996m-words#@ap1996m#26.926#27.318
740	является	являться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	700	acl:relcl	_	@ap1996m-words#@ap1996m#27.318#27.71
741	таким	такой	DET	_	Case=Ins|Gender=Neut|Number=Sing	742	det	_	@ap1996m-words#@ap1996m#27.71#28.102
742	местом	место	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	740	obl	_	@ap1996m-words#@ap1996m#28.102#28.5
743	и	и	CCONJ	_	_	748	cc	_	@ap1996m-words#@ap1996m#28.625#28.971
744	/	/	PUNCT	_	_	748	punct	_	@ap1996m-words#@ap1996m#28.971#29.317
745	на	на	ADP	_	_	747	case	_	@ap1996m-words#@ap1996m#29.317#29.663
746	Красную	красный	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	747	amod	_	@ap1996m-words#@ap1996m#29.663#30.009
747	площадь	площадь	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	748	obl	_	@ap1996m-words#@ap1996m#30.009#30.355
748	съезжаются	съезжаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	742	conj	_	@ap1996m-words#@ap1996m#30.355#30.701
749	обычно	обычно	ADV	_	Degree=Pos	748	advmod	_	@ap1996m-words#@ap1996m#30.701#31.047
750	/	/	PUNCT	_	_	752	punct	_	@ap1996m-words#@ap1996m#31.047#31.393
751	все	весь	DET	_	Case=Nom|Number=Plur	752	det	_	@ap1996m-words#@ap1996m#31.393#31.739
752	люди	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	768	nsubj	_	@ap1996m-words#@ap1996m#31.739#32.085
753	/	/	PUNCT	_	_	756	punct	_	@ap1996m-words#@ap1996m#32.085#32.431
754	со	с	ADP	_	_	756	case	_	@ap1996m-words#@ap1996m#32.431#32.777
755	всего	весь	DET	_	Case=Gen|Gender=Masc|Number=Sing	756	det	_	@ap1996m-words#@ap1996m#32.777#33.123
756	города	город	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	768	obl	_	@ap1996m-words#@ap1996m#33.123#33.469
757	/	/	PUNCT	_	_	762	punct	_	@ap1996m-words#@ap1996m#33.469#33.815
758	и	и	CCONJ	_	_	762	cc	_	@ap1996m-words#@ap1996m#33.815#34.161
759	не	не	PART	_	_	760	advmod	_	@ap1996m-words#@ap1996m#34.161#34.507
760	только	только	PART	_	_	762	advmod	_	@ap1996m-words#@ap1996m#34.507#34.853
761	из	из	ADP	_	_	762	case	_	@ap1996m-words#@ap1996m#34.853#35.199
762	города	город	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	768	obl	_	@ap1996m-words#@ap1996m#35.199#35.545
763	ещё	еще	ADV	_	Degree=Pos	766	obl	_	@ap1996m-words#@ap1996m#35.545#35.891
764	из	из	ADP	_	_	766	case	_	@ap1996m-words#@ap1996m#35.891#36.237
765	разных	разный	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	766	amod	_	@ap1996m-words#@ap1996m#36.237#36.583
766	городов	город	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	762	nmod	_	@ap1996m-words#@ap1996m#36.583#36.937
767	поэтому	поэтому	ADV	_	Degree=Pos	768	advmod	_	@ap1996m-words#@ap1996m#37.062#37.69
768	встретить	встретить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	748	xcomp	_	@ap1996m-words#@ap1996m#37.69#38.318
769	там	там	ADV	_	Degree=Pos	768	advmod	_	@ap1996m-words#@ap1996m#38.318#38.946
770	неадекватного	неадекватный	ADJ	_	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing	771	amod	_	@ap1996m-words#@ap1996m#38.946#39.574
771	прохожего	прохожий	ADJ	_	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing	768	obl	_	@ap1996m-words#@ap1996m#39.574#40.202
772	/	/	PUNCT	_	_	773	punct	_	@ap1996m-words#@ap1996m#40.202#40.83
773	вероятность	вероятность	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	768	nsubj	_	@ap1996m-words#@ap1996m#40.83#41.458
774	очень	очень	ADV	_	Degree=Pos	775	obl	_	@ap1996m-words#@ap1996m#41.458#42.086
775	высокая	высокий	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	773	amod	_	@ap1996m-words#@ap1996m#42.086#42.718
776	и	и	CCONJ	_	_	778	cc	_	@ap1996m-words#@ap1996m#43.0#43.286
777	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	778	nsubj	_	@ap1996m-words#@ap1996m#43.286#43.572
778	стараюсь	стараться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid	773	conj	_	@ap1996m-words#@ap1996m#43.572#43.858
779	/	/	PUNCT	_	_	786	punct	_	@ap1996m-words#@ap1996m#43.858#44.144
780	на	на	ADP	_	_	782	case	_	@ap1996m-words#@ap1996m#44.144#44.43
781	Красной	красный	ADJ	_	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing	782	amod	_	@ap1996m-words#@ap1996m#44.43#44.716
782	площади	площадь	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	786	nmod	_	@ap1996m-words#@ap1996m#44.716#45.002
783	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	786	nsubj	_	@ap1996m-words#@ap1996m#45.002#45.288
784	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	786	cop	_	@ap1996m-words#@ap1996m#45.288#45.574
785	наверное	наверное	ADV	_	Degree=Pos	786	parataxis	_	@ap1996m-words#@ap1996m#45.574#45.86
786	раза	раз	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	800	obl	_	@ap1996m-words#@ap1996m#45.86#46.146
787	два	два	NUM	_	Case=Nom|Gender=Masc	786	nummod:gov	_	@ap1996m-words#@ap1996m#46.146#46.432
788	вообще	вообще	ADV	_	Degree=Pos	791	obl	_	@ap1996m-words#@ap1996m#46.432#46.718
789	за	за	ADP	_	_	791	case	_	@ap1996m-words#@ap1996m#47.281#47.682
790	четыре	четыре	NUM	_	Animacy=Inan|Case=Acc	791	nummod:gov	_	@ap1996m-words#@ap1996m#47.682#48.083
791	года	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	800	obl	_	@ap1996m-words#@ap1996m#48.083#48.484
792	пребывания	пребывание	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	800	obl	_	@ap1996m-words#@ap1996m#48.484#48.885
793	в	в	ADP	_	_	794	case	_	@ap1996m-words#@ap1996m#48.885#49.286
794	Москве	Москва	PROPN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	800	obl	_	@ap1996m-words#@ap1996m#49.286#49.687
795	и	и	CCONJ	_	_	800	cc	_	@ap1996m-words#@ap1996m#50.625#51.099
796	/	/	PUNCT	_	_	800	punct	_	@ap1996m-words#@ap1996m#51.099#51.573
797	соответственно	соответственно	ADV	_	Degree=Pos	800	parataxis	_	@ap1996m-words#@ap1996m#51.573#52.047
798	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	800	nsubj	_	@ap1996m-words#@ap1996m#52.047#52.521
799	/	/	PUNCT	_	_	798	punct	_	@ap1996m-words#@ap1996m#52.521#52.995
800	посещаю	посещать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	778	xcomp	_	@ap1996m-words#@ap1996m#52.995#53.469
801	либо	либо	CCONJ	_	_	812	cc	_	@ap1996m-words#@ap1996m#53.469#53.943
802	/	/	PUNCT	_	_	805	punct	_	@ap1996m-words#@ap1996m#53.943#54.417
803	какие-то	какой-то	DET	_	Case=Nom|Number=Plur	805	det	_	@ap1996m-words#@ap1996m#54.417#54.891
804	проверенные	проверить	VERB	_	Aspect=Perf|Case=Nom|Number=Plur|Tense=Past|VerbForm=Part|Voice=Pass	805	amod	_	@ap1996m-words#@ap1996m#54.891#55.365
805	места	место	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur	812	nsubj	_	@ap1996m-words#@ap1996m#55.365#55.839
806	либо	либо	CCONJ	_	_	807	cc	_	@ap1996m-words#@ap1996m#55.839#56.313
807	рестораны	ресторан	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	805	conj	_	@ap1996m-words#@ap1996m#56.313#56.787
808	/	/	PUNCT	_	_	810	punct	_	@ap1996m-words#@ap1996m#56.787#57.261
809	торговые	торговый	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	810	amod	_	@ap1996m-words#@ap1996m#57.261#57.735
810	центры	центр	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	805	conj	_	@ap1996m-words#@ap1996m#57.735#58.218
811	не	не	PART	_	_	812	advmod	_	@ap1996m-words#@ap1996m#58.32#58.81
812	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	800	conj	_	@ap1996m-words#@ap1996m#58.81#59.3
813	/	/	PUNCT	_	_	814	punct	_	@ap1996m-words#@ap1996m#59.3#59.79
814	опять	опять	ADV	_	Degree=Pos	812	obl	_	@ap1996m-words#@ap1996m#59.79#60.28
815	же	же	PART	_	_	814	advmod	_	@ap1996m-words#@ap1996m#60.28#60.77
816	/	/	PUNCT	_	_	817	punct	_	@ap1996m-words#@ap1996m#60.77#61.26
817	ммм	ммм	INTJ	_	_	814	nsubj	_	@ap1996m-words#@ap1996m#61.26#61.75
818	/	/	PUNCT	_	_	826	punct	_	@ap1996m-words#@ap1996m#61.75#62.24
819	там	там	ADV	_	Degree=Pos	826	advmod	_	@ap1996m-words#@ap1996m#62.24#62.73
820	где	где	ADV	_	Degree=Pos	826	advmod	_	@ap1996m-words#@ap1996m#62.73#63.22
821	безопасно	безопасно	ADV	_	Degree=Pos	826	advmod	_	@ap1996m-words#@ap1996m#63.22#63.72
822	очень	очень	ADV	_	Degree=Pos	823	obl	_	@ap1996m-words#@ap1996m#64.28#64.6
823	людные	людный	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	824	amod	_	@ap1996m-words#@ap1996m#64.6#64.92
824	места	место	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur	826	nsubj	_	@ap1996m-words#@ap1996m#64.92#65.24
825	не	не	PART	_	_	826	advmod	_	@ap1996m-words#@ap1996m#65.24#65.56
826	посещаю	посещать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	817	conj	_	@ap1996m-words#@ap1996m#65.56#65.88
827	да	да	PART	_	_	839	advmod	_	@ap1996m-words#@ap1996m#69.454#70.018
828	хм	хм	ADJ	_	Case=Ins|Degree=Pos|Gender=Neut|Number=Sing	829	amod	_	@ap1996m-words#@ap1996m#76.5#76.704
829	хм	хм	INTJ	_	_	839	obl	_	@ap1996m-words#@ap1996m#76.704#76.909
830	а	а	CCONJ	_	_	831	cc	_	@ap1996m-words#@ap1996m#83.227#83.557
831	тут	тут	ADV	_	Degree=Pos	839	advmod	_	@ap1996m-words#@ap1996m#83.557#83.887
832	де...	дело	NOUN	_	_	839	iobj	_	@ap1996m-words#@ap1996m#83.887#84.217
833	/	/	PUNCT	_	_	834	punct	_	@ap1996m-words#@ap1996m#84.217#84.547
834	дело	дело	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	839	parataxis	_	@ap1996m-words#@ap1996m#84.547#84.877
835	в	в	ADP	_	_	836	case	_	@ap1996m-words#@ap1996m#84.877#85.207
836	том	то	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	839	obl	_	@ap1996m-words#@ap1996m#85.207#85.537
837	что	что	SCONJ	_	_	836	fixed	_	@ap1996m-words#@ap1996m#85.537#85.867
838	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	839	nsubj	_	@ap1996m-words#@ap1996m#85.867#86.197
839	считаю	считать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	826	conj	_	@ap1996m-words#@ap1996m#86.197#86.527
840	/	/	PUNCT	_	_	847	punct	_	@ap1996m-words#@ap1996m#86.527#86.857
841	что	что	SCONJ	_	_	847	mark	_	@ap1996m-words#@ap1996m#86.857#87.187
842	/	/	PUNCT	_	_	841	punct	_	@ap1996m-words#@ap1996m#87.187#87.517
843	ко	к	ADP	_	_	844	case	_	@ap1996m-words#@ap1996m#87.517#87.847
844	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	847	obl	_	@ap1996m-words#@ap1996m#87.847#88.177
845	везде	везде	ADV	_	Degree=Pos	847	advmod	_	@ap1996m-words#@ap1996m#88.177#88.507
846	будут	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	847	aux	_	@ap1996m-words#@ap1996m#88.507#88.837
847	относиться	относиться	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Mid	839	ccomp	_	@ap1996m-words#@ap1996m#88.837#89.167
848	как	как	SCONJ	_	_	850	mark	_	@ap1996m-words#@ap1996m#89.167#89.497
849	к	к	ADP	_	_	850	case	_	@ap1996m-words#@ap1996m#89.497#89.827
850	приезжему	приезжий	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	847	obl	_	@ap1996m-words#@ap1996m#89.827#90.157
851	/	/	PUNCT	_	_	861	punct	_	@ap1996m-words#@ap1996m#90.157#90.487
852	но	но	CCONJ	_	_	861	cc	_	@ap1996m-words#@ap1996m#90.487#90.817
853	это	этот	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	861	nsubj	_	@ap1996m-words#@ap1996m#90.817#91.147
854	же	же	PART	_	_	853	advmod	_	@ap1996m-words#@ap1996m#91.147#91.477
855	правда	правда	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	861	nsubj	_	@ap1996m-words#@ap1996m#91.477#91.818
856	ну	ну	PART	_	_	858	discourse	_	@ap1996m-words#@ap1996m#92.713#93.096
857	кроме	кроме	ADP	_	_	858	case	_	@ap1996m-words#@ap1996m#93.096#93.479
858	России	Россия	PROPN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	861	obl	_	@ap1996m-words#@ap1996m#93.479#93.863
859	разве	разве	PART	_	_	861	advmod	_	@ap1996m-words#@ap1996m#94.518#94.688
860	не	не	PART	_	_	861	advmod	_	@ap1996m-words#@ap1996m#94.688#94.858
861	так	так	ADV	_	Degree=Pos	847	conj	_	@ap1996m-words#@ap1996m#94.858#95.028
862	?	?	PUNCT	_	_	847	punct	_	@ap1996m-words#@ap1996m#95.028#95.2
863	а	а	CCONJ	_	_	868	cc	_	@ap1996m-words#@ap1996m#96.681#96.84
864	где	где	ADV	_	Degree=Pos	868	advmod	_	@ap1996m-words#@ap1996m#96.84#96.999
865	тогда	тогда	ADV	_	Degree=Pos	868	advmod	_	@ap1996m-words#@ap1996m#96.999#97.158
866	?	?	PUNCT	_	_	865	punct	_	@ap1996m-words#@ap1996m#97.158#97.318
867	не	не	PART	_	_	868	advmod	_	@ap1996m-words#@ap1996m#110.09#110.802
868	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	847	conj	_	@ap1996m-words#@ap1996m#110.802#111.514
869	#смеется#	#смеется#	X	_	_	868	obl	_	@ap1996m-words#@ap1996m#111.514#112.227
870	нью-йоркер	нью-йоркер	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	868	nsubj	_	@ap1996m-words#@ap1996m#114.0#115.378
871	/	/	PUNCT	_	_	872	punct	_	@ap1996m-words#@ap1996m#115.378#116.756
872	#смеется#	#смеется#	X	_	_	870	nmod	_	@ap1996m-words#@ap1996m#116.756#118.136
